SampleID	PlantID	AccessionID	PlantName	Accession	ClonalGroup	Replicate	BRF_Sequencing_Batch	LIBRARY SET	prep_set	index d5	index d7	output well	SRA_run_ID
S60548	28549	697	BdTR5c_R1F	BdTR5c	Clone3	1	SN877_456	L6	L6.2	505	709	E9	SRR5273513
S60549	28550	693	BdTR3s_R1F	BdTR3s	Clone2	1	SN877_456	L6	L6.2	506	709	F9	SRR5273512
S60550	28551	4741	Bd21_R8F	Bd21	Bd21	8	SN877_456	L6	L6.2	507	709	G9	SRR5273511
S60552	28553	469	MEL8_R1F	MEL8	HYB1	1	SN877_456	L6	L6.2	501	710	A10	SRR5273510
S60553	28554	760	BdTR13g_R2F	BdTR13g	Clone7	2	SN877_456	L6	L6.2	502	710	B10	SRR5273509
S60554	28555	689	BdTR3n_R1F	BdTR3n	Clone2	1	SN877_456	L6	L6.2	503	710	C10	SRR5273508
S60555	28556	721	BdTR9f_R3F	BdTR9f	Clone4	3	SN877_456	L6	L6.2	504	710	D10	SRR5273507
S60556	28557	692	BdTR3r_R1F	BdTR3r	Clone2	1	SN877_456	L6	L6.2	505	710	E10	SRR5273506
S60557	28558	426	KEI5_R2F	KEI5	HYB2	2	SN877_456	L6	L6.2	506	710	F10	SRR5273505
S60558	28559	4741	Bd21_R6F	Bd21	Bd21	6	SN877_456	L6	L6.2	507	710	G10	SRR5273504
S60559	28560	4741	Bd21_R3F	Bd21	Bd21	3	SN877_456	L6	L6.2	508	710	H10	SRR5273503
S60560	28561	469	MEL8_R2F	MEL8	HYB1	2	SN877_456	L6	L6.2	501	711	A11	SRR5273502
S60561	28562	674	BdTR2p_R2F	BdTR2p	Clone1	2	SN877_456	L6	L6.2	502	711	B11	SRR5273501
S60562	28563	685	BdTR3i_R1F	BdTR3i	Clone2	1	SN877_456	L6	L6.2	503	711	C11	SRR5273500
S60563	28564	389	GUL3-8_R2F	GUL3-8	HYB1	2	SN877_456	L6	L6.2	504	711	D11	SRR5273499
S60564	28565	647	BdTR1a_R1F	BdTR1a	Clone1	1	SN877_456	L6	L6.2	505	711	E11	SRR5273498
S60565	28566	745	BdTR11d_R1F	BdTR11d	Clone6	1	SN877_456	L6	L6.2	506	711	F11	SRR5273497
S60566	28567	662	BdTR2c_R3F	BdTR2c	Clone1	3	SN877_456	L6	L6.2	507	711	G11	SRR5273496
S60567	28568	4741	Bd21_R5F	Bd21	Bd21	5	SN877_456	L6	L6.2	508	711	H11	SRR5273495
S60569	28570	756	BdTR13c_R1F	BdTR13c	Clone7	1	SN877_456	L6	L6.2	502	712	B12	SRR5273494
S60570	28571	749	BdTR11h_R3F	BdTR11h	Clone6	3	SN877_456	L6	L6.2	503	712	C12	SRR5273493
S60571	28572	756	BdTR13c_R3F	BdTR13c	Clone7	3	SN877_456	L6	L6.2	504	712	D12	SRR5273492
S60572	28573	397	GWW10_R1F	GWW10	HYB1	1	SN877_456	L6	L6.2	505	712	E12	SRR5273491
S60573	28574	278	BRO1-1_R3F	BRO1-1	HYB1	3	SN877_456	L6	L6.2	506	712	F12	SRR5273490
S60574	28575	672	BdTR2n_R3F	BdTR2n	Clone1	3	SN877_456	L6	L6.2	507	712	G12	SRR5273489
S60575	28576	648	BdTR1b_R2F	BdTR1b	Clone1	2	SN877_456	L6	L6.2	508	712	H12	SRR5273488
